City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Pangoa,PE,-12.1167,-73.0,89.6,40,61,4.9,broken clouds
347,Tamworth,GB,52.634,-1.6959,62.92,85,100,10.0,overcast clouds
348,Kuryk,KZ,43.2,51.65,67.69,24,2,22.97,clear sky
349,Hvolsvollur,IS,63.7533,-20.2243,43.18,92,100,13.47,overcast clouds
350,Brae,GB,60.3964,-1.353,51.49,76,0,21.88,clear sky
351,Bambous Virieux,MU,-20.3428,57.7575,72.21,78,40,11.5,scattered clouds
352,Campeche,MX,19.0,-90.5,93.04,37,84,3.27,broken clouds
353,Gillette,US,44.2911,-105.5022,59.11,63,100,8.01,overcast clouds
354,Chauk,MM,20.8833,94.8167,79.14,86,82,2.24,broken clouds
355,Banjar,ID,-8.19,114.9675,76.33,91,76,6.15,broken clouds
356,Leningradskiy,RU,69.3833,178.4167,24.6,93,100,7.2,overcast clouds
357,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,88,100,13.04,overcast clouds
358,Tocopilla,CL,-22.092,-70.1979,63.41,65,21,8.25,few clouds
359,Tilichiki,RU,60.4667,166.1,42.39,89,100,17.94,light rain
360,Airai,TL,-8.9266,125.4092,61.86,87,100,1.45,overcast clouds
361,Palamos,ES,41.8484,3.1291,67.6,55,0,1.01,clear sky
362,Katsuura,JP,35.1333,140.3,77.34,87,100,22.57,overcast clouds
363,Ishigaki,JP,24.3448,124.1572,77.13,88,20,3.44,few clouds
364,Am Timan,TD,11.0297,20.2827,75.92,77,18,0.4,few clouds
365,Platonovka,RU,52.7106,41.952,53.53,84,100,12.12,moderate rain
366,Brokopondo,SR,4.75,-55.1667,90.36,49,16,0.65,few clouds
367,Boyolangu,ID,-8.1181,111.8935,74.8,88,83,3.38,broken clouds
368,Maniitsoq,GL,65.4167,-52.9,34.93,59,100,9.48,overcast clouds
369,Nabire,ID,-3.3667,135.4833,75.13,90,100,3.22,overcast clouds
370,Paamiut,GL,61.994,-49.6678,37.47,80,100,21.65,light rain
371,Cacapava Do Sul,BR,-30.5122,-53.4914,66.24,41,0,6.4,clear sky
372,Wajir,KE,1.7471,40.0573,83.91,48,25,17.85,scattered clouds
373,San-Pedro,CI,4.7485,-6.6363,75.81,93,95,6.11,overcast clouds
374,Yamada,JP,39.4667,141.95,63.43,91,100,2.59,moderate rain
375,Tottori,JP,35.5,134.2333,65.1,91,100,15.68,overcast clouds
376,Tadine,NC,-21.55,167.8833,67.06,68,0,9.78,clear sky
377,Anori,BR,-3.7728,-61.6442,97.54,31,100,2.64,overcast clouds
378,Ternate,ID,0.8,127.4,79.92,83,63,3.78,broken clouds
379,Bharatpur,IN,27.2167,77.4833,83.19,62,5,2.59,clear sky
380,Moss Point,US,30.4116,-88.5345,83.07,52,0,3.44,clear sky
381,Mineros,BO,-17.1167,-63.2333,98.26,28,63,13.29,broken clouds
382,Lahij,YE,13.1667,44.5833,86.41,48,70,5.61,broken clouds
383,Progreso,MX,21.2833,-89.6667,89.11,58,9,11.68,clear sky
384,Porangatu,BR,-13.4408,-49.1486,99.63,19,27,3.33,scattered clouds
385,Buala,SB,-8.145,159.5921,80.01,79,32,8.97,scattered clouds
386,Mastic Beach,US,40.7668,-72.8521,57.38,95,100,21.99,overcast clouds
387,Lasa,IT,46.6166,10.7002,54.48,53,26,2.86,scattered clouds
388,Wentzville,US,38.8114,-90.8529,75.69,30,15,3.0,few clouds
389,Ihosy,MG,-22.4,46.1167,71.06,48,0,4.65,clear sky
390,Khudaganj,IN,28.15,79.7167,76.15,91,45,8.46,scattered clouds
391,Komsomolskiy,UZ,40.4272,71.7189,65.12,29,74,6.91,broken clouds
392,Kudahuvadhoo,MV,2.6708,72.8944,81.1,77,100,16.67,overcast clouds
393,Poum,NC,-20.2333,164.0167,72.52,68,7,10.89,clear sky
394,Coos Bay,US,43.3665,-124.2179,58.23,94,100,3.44,overcast clouds
395,Unity,CA,52.4501,-109.1682,72.25,38,1,9.71,clear sky
396,San Juan,AR,-31.5375,-68.5364,80.78,21,1,18.03,clear sky
397,Mbulu,TZ,-3.85,35.5333,64.18,48,36,12.88,scattered clouds
398,El Triunfo,EC,-1.9333,-79.9667,84.24,36,88,6.17,overcast clouds
399,Marzuq,YE,14.4,46.4667,75.29,60,59,4.45,broken clouds
400,Haslett,US,42.747,-84.4011,73.17,33,0,5.75,clear sky
401,Deniliquin,AU,-35.5333,144.9667,53.58,91,100,18.52,moderate rain
402,Tulum,MX,20.2167,-87.4667,88.02,49,44,7.18,scattered clouds
403,Dingle,PH,10.9995,122.6711,76.32,89,100,4.83,overcast clouds
404,Syracuse,IT,37.0881,15.2792,72.99,60,77,9.01,broken clouds
405,Surt,LY,31.2089,16.5887,76.3,61,0,10.71,clear sky
406,Wuwei,CN,37.9281,102.6414,47.12,48,100,1.92,overcast clouds
407,Mesyagutovo,RU,55.5303,58.2528,47.34,52,98,3.67,overcast clouds
408,Jiwani,PK,25.05,61.7417,80.42,80,0,10.31,clear sky
409,Alofi,NU,-19.0595,-169.9187,78.69,83,17,9.22,few clouds
410,Severo-Kurilsk,RU,50.6789,156.125,52.54,92,100,21.09,moderate rain
411,Aransas Pass,US,27.9095,-97.15,84.29,65,0,6.91,clear sky
412,Namibe,AO,-15.1961,12.1522,66.24,87,81,7.94,broken clouds
413,Bilibino,RU,68.0546,166.4372,17.38,87,100,4.23,overcast clouds
414,Rawson,AR,-43.3002,-65.1023,70.47,26,79,14.63,broken clouds
415,Emporia,US,38.4039,-96.1817,88.52,23,0,8.05,clear sky
416,Lompoc,US,34.6391,-120.4579,87.01,78,20,9.22,few clouds
417,Vrangel,RU,42.7297,133.0839,39.61,53,0,11.01,clear sky
418,Arlit,NE,18.7369,7.3853,97.16,12,6,17.09,clear sky
419,Qurayyat,SA,31.3318,37.3428,78.98,25,0,9.22,clear sky
420,Lorengau,PG,-2.0226,147.2712,81.18,80,95,9.01,overcast clouds
421,Yarada,IN,17.65,83.2667,79.12,94,40,2.3,thunderstorm
422,Hermiston,US,45.8404,-119.2895,82.81,48,0,0.0,clear sky
423,Coihaique,CL,-45.5752,-72.0662,53.55,50,75,10.36,light intensity shower rain
424,Santa Marta,CO,11.2408,-74.199,93.25,64,20,9.22,few clouds
425,Garissa,KE,-0.4536,39.6401,78.78,58,9,19.69,clear sky
426,Encantado,BR,-29.2361,-51.8697,72.05,59,0,5.44,clear sky
427,Newport,GB,51.5877,-2.9984,63.14,87,100,18.39,overcast clouds
428,Skjervoy,NO,70.0311,20.9714,46.4,78,1,18.61,clear sky
429,Eureka,US,40.8021,-124.1637,70.66,75,100,3.0,overcast clouds
430,Inhambane,MZ,-23.865,35.3833,72.91,92,1,5.5,clear sky
431,Abonnema,NG,4.7084,6.7931,78.37,83,91,6.67,overcast clouds
432,Pitimbu,BR,-7.4706,-34.8086,82.99,67,9,13.22,clear sky
433,Jamuria,IN,23.7,87.0833,76.23,96,81,5.77,broken clouds
434,Ugoofaaru,MV,5.6667,73.0,81.77,80,100,18.84,overcast clouds
435,Bobrovka,RU,54.047,61.7455,44.91,30,9,7.81,clear sky
436,Marion,US,39.7684,-86.1555,73.72,29,20,5.75,few clouds
437,Manitouwadge,CA,49.1215,-85.8403,58.84,85,100,4.92,overcast clouds
438,Kilemary,RU,56.7783,46.8659,50.99,59,98,9.48,overcast clouds
439,Hof,DE,50.3167,11.9167,51.73,89,14,4.0,few clouds
440,Mecca,SA,21.4267,39.8261,86.14,33,1,3.98,clear sky
441,Ostrovnoy,RU,68.0531,39.5131,44.6,92,99,14.34,overcast clouds
442,Itaguacu,BR,-19.8019,-40.8556,86.31,56,97,4.18,overcast clouds
443,Tarakan,ID,3.3,117.6333,79.47,82,75,5.41,broken clouds
444,Touros,BR,-5.1989,-35.4608,81.14,62,30,16.67,scattered clouds
445,Ponta Delgada,PT,37.7333,-25.6667,77.5,94,75,11.5,broken clouds
446,Maraa,BR,-1.8333,-65.3667,91.62,48,92,1.21,overcast clouds
447,Talnakh,RU,69.4865,88.3972,33.21,99,100,5.19,light snow
448,Hami,CN,42.8,93.45,59.02,27,100,17.54,overcast clouds
449,Hambantota,LK,6.1241,81.1185,79.38,80,100,16.13,overcast clouds
450,Eregli,TR,37.5133,34.0467,66.33,49,74,5.61,broken clouds
451,Alexandria,EG,31.2156,29.9553,75.74,61,0,9.13,clear sky
452,Le Mars,US,42.7942,-96.1656,74.71,35,0,8.05,clear sky
453,Changji,CN,44.0167,87.3167,45.39,45,0,4.47,clear sky
454,Solnechnyy,RU,50.7214,136.6319,27.01,81,57,3.85,broken clouds
455,Kresttsy,RU,58.2452,32.5165,43.29,91,100,3.56,overcast clouds
456,Gympie,AU,-26.1898,152.665,52.02,89,93,2.95,overcast clouds
457,Killybegs,IE,54.6333,-8.45,55.11,93,100,6.17,moderate rain
458,Birao,CF,10.2849,22.7882,68.02,92,100,6.46,moderate rain
459,Sovetskiy,RU,61.3614,63.5842,48.51,94,100,2.95,overcast clouds
460,Amuntai,ID,-2.4177,115.2494,73.92,99,100,0.58,overcast clouds
461,Agirish,RU,61.9247,63.0231,47.05,98,100,1.7,light rain
462,Kitgum,UG,3.2783,32.8867,68.7,88,89,2.21,overcast clouds
463,Gold Coast,AU,-28.0,153.4333,57.99,95,40,3.44,scattered clouds
464,Campos,BR,-21.75,-41.3,77.05,73,75,13.8,moderate rain
465,Chara,RU,56.9064,118.2631,16.5,78,60,3.0,broken clouds
466,Sitka,US,57.0531,-135.33,57.09,62,75,6.91,broken clouds
467,Gbadolite,CD,4.2833,21.0167,72.61,93,100,0.89,overcast clouds
468,Isabela,PH,6.7085,121.9711,80.13,84,100,5.21,moderate rain
469,Giyon,ET,8.5333,37.9833,58.01,90,93,4.74,light rain
470,Perth,AU,-31.9333,115.8333,61.03,96,75,6.91,shower rain
471,Rio Grande,BR,-32.035,-52.0986,71.71,67,3,10.33,clear sky
472,Sibolga,ID,1.7427,98.7792,73.99,97,100,2.82,overcast clouds
473,Macenta,GN,8.5435,-9.471,73.54,89,88,3.87,light rain
474,Esperance,AU,-33.8667,121.9,56.12,89,0,15.17,clear sky
475,Toamasina,MG,-18.1667,49.3833,68.0,88,75,1.14,broken clouds
476,Alyangula,AU,-13.8483,136.4192,79.12,75,74,3.78,broken clouds
477,Umm Lajj,SA,25.0213,37.2685,83.88,65,0,8.93,clear sky
478,Nouadhibou,MR,20.931,-17.0347,76.98,65,74,16.11,haze
479,Imbituba,BR,-28.24,-48.6703,63.09,65,56,5.93,broken clouds
480,Flinders,AU,-34.5833,150.8552,61.38,84,100,4.0,light rain
481,Albanel,CA,48.8832,-72.4487,60.94,55,100,3.44,overcast clouds
482,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,28,0,20.71,clear sky
483,Port Hueneme,US,34.1478,-119.1951,93.06,65,0,10.36,clear sky
484,Roma,US,43.2128,-75.4557,60.73,64,100,5.75,overcast clouds
485,Sredniy Ikorets,RU,51.0675,39.7584,52.03,84,68,7.29,broken clouds
486,Manzil Bu Zalafah,TN,36.6831,10.5843,71.08,74,1,4.0,clear sky
487,Pemangkat,ID,1.1667,108.9667,76.75,87,100,4.45,overcast clouds
488,Evanston,US,42.0411,-87.6901,76.33,36,40,5.75,scattered clouds
489,Santa Rosalia,MX,27.3167,-112.2833,81.12,51,0,5.7,clear sky
490,Salalah,OM,17.0151,54.0924,78.89,89,20,5.75,few clouds
491,Clyde River,CA,70.4692,-68.5914,26.83,86,75,16.11,broken clouds
492,Klaksvik,FO,62.2266,-6.589,49.12,77,3,39.62,clear sky
493,Daulatpur,PK,26.5015,67.9706,85.17,39,0,8.19,clear sky
494,Valley City,US,46.9233,-98.0032,72.12,60,0,9.22,clear sky
495,Kruisfontein,ZA,-34.0033,24.7314,54.88,79,100,3.2,overcast clouds
496,Willmar,US,45.1219,-95.0433,71.62,43,40,0.0,scattered clouds
497,Gigmoto,PH,13.7796,124.39,80.01,86,56,4.23,broken clouds
498,Aklavik,CA,68.2191,-135.0107,29.57,91,10,13.27,clear sky
499,Ordzhonikidze,KZ,52.4411,61.7408,43.18,33,10,6.58,clear sky
500,Upington,ZA,-28.4478,21.2561,64.78,16,0,4.61,clear sky
501,Gallup,US,35.5281,-108.7426,63.36,68,40,5.75,scattered clouds
502,Januaria,BR,-15.4833,-44.3667,92.53,31,61,5.57,broken clouds
503,Tual,ID,-5.6667,132.75,82.27,76,100,9.26,overcast clouds
504,Los Llanos De Aridane,ES,28.6585,-17.9182,79.12,58,100,9.22,overcast clouds
505,Pine Bluff,US,34.2284,-92.0032,80.53,37,0,1.01,clear sky
506,Sinjhoro,PK,26.0303,68.809,82.49,60,100,8.99,overcast clouds
507,Grindavik,IS,63.8424,-22.4338,44.55,87,75,29.93,broken clouds
508,Meulaboh,ID,4.1363,96.1285,73.67,98,100,3.6,moderate rain
509,Bergama,TR,39.1207,27.1805,58.59,66,0,11.7,clear sky
510,Rajbiraj,NP,26.5333,86.75,73.22,95,100,8.12,light rain
511,Carauari,BR,-4.8828,-66.8958,83.61,70,100,1.52,overcast clouds
512,Prince Rupert,CA,54.3161,-130.3201,55.49,87,40,3.44,scattered clouds
513,Belaya Gora,RU,68.5333,146.4167,16.56,96,70,3.71,broken clouds
514,Pontianak,ID,-0.0333,109.3333,74.35,97,100,3.96,light rain
515,Awbari,LY,26.5921,12.7805,76.93,35,0,7.34,clear sky
516,Kijang,KR,35.2442,129.2139,64.13,80,100,12.93,light rain
517,Saint-Francois,FR,46.4154,3.9054,54.84,94,0,0.0,clear sky
518,Valle Del Guamuez,CO,0.4525,-76.9192,89.02,36,33,3.62,scattered clouds
519,Xining,CN,36.6167,101.7667,49.69,72,100,3.51,overcast clouds
520,Kenitra,MA,34.261,-6.5802,72.36,79,0,6.38,clear sky
521,Khawhai,IN,23.3667,93.1167,58.62,99,98,0.92,overcast clouds
522,Jijiga,ET,9.35,42.8,64.15,78,96,6.22,overcast clouds
523,Mabay,PH,6.0577,124.4666,78.91,81,88,4.25,overcast clouds
524,Anadyr,RU,64.75,177.4833,25.3,79,40,2.24,scattered clouds
525,Xuddur,SO,4.1213,43.8894,75.72,69,99,12.35,light rain
526,Sheopur,IN,25.6667,76.7,79.34,55,99,4.25,overcast clouds
527,Tiznit,MA,29.5833,-9.5,74.93,31,8,4.32,clear sky
528,Sistranda,NO,63.7256,8.834,51.76,92,100,15.14,light rain
529,Lensk,RU,60.7253,114.9278,25.93,77,20,8.66,few clouds
530,Linxia,CN,35.6003,103.2064,52.99,73,92,0.43,overcast clouds
531,Hay River,CA,60.8156,-115.7999,46.38,71,75,12.66,broken clouds
532,Baruun-Urt,MN,46.6806,113.2792,23.72,52,3,4.94,clear sky
533,Mattawa,US,46.7379,-119.9028,81.01,28,7,3.13,clear sky
534,Miraflores,MX,19.2167,-98.8083,72.03,67,83,2.71,broken clouds
535,Baijiantan,CN,45.6333,85.1833,51.64,22,73,2.55,broken clouds
536,Gravdal,NO,68.1214,13.5031,53.49,58,20,14.97,light rain
537,Tupik,RU,54.4253,119.9327,23.22,62,90,3.11,overcast clouds
538,Bardiyah,LY,31.7561,25.0865,75.11,61,90,7.4,overcast clouds
539,Porbandar,IN,21.6422,69.6093,80.74,74,10,8.84,clear sky
540,Lichtenburg,ZA,-26.152,26.1597,72.75,20,54,5.84,broken clouds
541,Longhua,CN,23.6137,114.1919,75.65,95,3,0.49,clear sky
542,Uvalde,US,29.3669,-99.767,82.31,42,0,6.91,clear sky
543,Sobolevo,RU,54.4299,31.8996,42.94,96,100,9.46,overcast clouds
544,Pacifica,US,37.6138,-122.4869,75.34,84,40,12.66,scattered clouds
545,Namatanai,PG,-3.6667,152.4333,79.52,82,100,9.22,light rain
546,Avera,US,33.194,-82.5271,78.55,33,0,5.84,clear sky
547,San Vicente,AR,-26.6167,-54.1333,75.9,39,0,1.45,clear sky
548,Mayahi,NE,13.9553,7.6712,90.19,34,97,3.62,overcast clouds
549,La Ronge,CA,55.1001,-105.2842,59.25,44,75,5.75,smoke
550,Teknaf,BD,20.8624,92.3058,77.09,88,92,4.07,overcast clouds
551,Doha,QA,25.2867,51.5333,87.78,77,0,9.22,clear sky
552,Muli,MV,2.9167,73.5667,81.23,77,100,15.77,overcast clouds
553,Bama,NG,11.5221,13.6856,80.51,60,83,7.92,broken clouds
554,Kaeo,NZ,-35.1,173.7833,53.33,95,60,8.03,broken clouds
555,Taonan,CN,45.3333,122.7833,33.24,43,1,7.0,clear sky
556,Mount Isa,AU,-20.7333,139.5,69.57,100,100,4.61,light intensity shower rain
557,Bandarbeyla,SO,9.4942,50.8122,77.34,84,100,19.08,overcast clouds
558,Port Keats,AU,-14.25,129.55,79.11,79,7,0.98,clear sky
559,Onega,RU,63.9061,38.1404,48.11,94,100,7.67,overcast clouds
560,Westport,US,41.1415,-73.3579,56.77,93,100,18.41,light rain
561,Socorro,US,31.6546,-106.3033,80.38,46,75,10.36,broken clouds
562,Minsk,BY,53.9,27.5667,46.15,80,56,16.08,broken clouds
563,Kontagora,NG,10.3999,5.4695,75.29,86,81,4.27,broken clouds
564,Dwarka,IN,22.2394,68.9678,81.57,71,57,9.8,broken clouds
565,Aban,RU,56.67,96.06,22.96,96,28,4.36,scattered clouds
566,Kutum,SD,14.2,24.6667,81.84,21,99,11.12,overcast clouds
567,Hanna,CA,51.6334,-111.9018,70.86,45,67,7.0,broken clouds
568,Rocha,UY,-34.4833,-54.3333,62.96,59,47,11.59,scattered clouds
569,Daliao,PH,5.8611,124.9533,80.06,75,93,4.45,overcast clouds
570,Kolokani,ML,13.5728,-8.0339,85.23,49,4,7.9,clear sky
571,San Quintin,MX,30.4833,-115.95,73.54,72,4,10.87,clear sky
572,Axim,GH,4.8699,-2.2405,76.23,92,100,7.29,overcast clouds
573,Xai-Xai,MZ,-25.0519,33.6442,71.89,87,100,14.65,light rain
574,Kashmor,PK,28.4333,69.5833,85.03,32,1,8.52,clear sky
575,Alihe,CN,50.5667,123.7167,23.32,54,21,3.65,few clouds
576,Varhaug,NO,58.6147,5.6457,57.15,97,100,15.48,light rain
577,San Policarpo,PH,12.1791,125.5072,80.91,81,95,4.54,overcast clouds
578,Sterling,US,39.0062,-77.4286,54.55,80,100,12.66,overcast clouds
579,Khovu-Aksy,RU,51.1333,93.6,22.96,63,5,3.4,clear sky
580,Kattivakkam,IN,13.2167,80.3167,87.89,73,100,6.55,overcast clouds
581,Sechura,PE,-5.5569,-80.8222,76.33,54,78,17.36,broken clouds
582,Sobreira,PT,41.5237,-7.8023,67.6,46,0,1.77,clear sky
583,Udachnyy,RU,66.4167,112.4,26.46,79,100,8.52,overcast clouds
584,Trincomalee,LK,8.5711,81.2335,80.28,77,100,15.99,moderate rain
585,Saint George,US,37.1041,-113.5841,81.43,37,0,3.0,clear sky
586,Khandyga,RU,62.6667,135.6,18.14,69,100,4.29,overcast clouds
587,Yerbogachen,RU,61.2767,108.0108,26.46,74,67,8.28,broken clouds
588,Sola,VU,-13.8833,167.55,80.26,77,31,16.37,scattered clouds
589,Kedrovyy,RU,56.1667,91.8167,21.61,78,98,4.09,overcast clouds
590,Port Shepstone,ZA,-30.7414,30.455,66.42,82,100,10.4,light rain
591,Mao,ES,39.8885,4.2658,66.76,88,20,9.22,few clouds
592,Mirnyy,RU,62.5353,113.9611,22.23,87,56,9.46,broken clouds
593,Upata,VE,8.0086,-62.3989,88.2,82,81,3.8,broken clouds
594,Camabatela,AO,-8.1881,15.375,65.03,90,100,1.5,overcast clouds
595,Oktyabrskiy,RU,54.4815,53.471,51.12,29,100,11.83,overcast clouds
596,Bilma,NE,18.6853,12.9164,90.75,15,2,7.45,clear sky
597,Blackwater,AU,-23.5833,148.8833,60.24,75,100,8.66,overcast clouds
598,Qorveh,IR,35.1664,47.8045,57.18,19,0,3.09,clear sky
599,Dodge City,US,37.7528,-100.0171,70.25,49,100,3.44,light rain
600,Belm,DE,52.3,8.1333,55.42,78,100,6.62,overcast clouds
601,Porto Novo,BJ,6.4965,2.6036,78.62,87,98,6.4,overcast clouds
602,Koumac,NC,-20.5667,164.2833,70.61,69,0,7.18,clear sky
603,Rodrigues Alves,BR,-7.738,-72.6509,93.4,38,70,4.25,broken clouds
604,Booue,GA,-0.0921,11.9385,71.74,96,31,1.99,light rain
605,Akdepe,TM,42.0551,59.3788,51.89,17,0,12.39,clear sky
606,Murgab,TM,37.4966,61.9714,58.87,55,0,6.91,clear sky
607,Talca,CL,-35.4333,-71.6667,57.29,64,100,7.96,overcast clouds
608,Timizart,DZ,36.8,4.2667,65.44,76,57,5.88,light rain
609,Okhotsk,RU,59.3833,143.3,30.85,54,81,13.94,broken clouds
610,Gedo,ET,9.0167,37.45,53.33,90,99,2.26,light rain
611,Oriximina,BR,-1.7656,-55.8661,92.95,42,60,0.63,broken clouds
612,Pringsewu,ID,-5.3582,104.9744,73.27,93,100,4.5,light rain
613,Katherine,AU,-14.4667,132.2667,73.72,88,3,0.0,clear sky
614,San Angelo,US,31.4638,-100.437,87.94,22,0,12.66,clear sky
615,Aksarayskiy,RU,46.7924,48.0119,60.98,53,71,7.38,broken clouds
616,Moose Factory,CA,51.2585,-80.6094,48.2,87,100,8.05,overcast clouds
617,Algemesi,ES,39.1833,-0.4333,73.89,84,67,2.71,broken clouds
618,Paraiso,CR,9.8383,-83.8656,76.42,81,98,3.33,overcast clouds
619,Ulladulla,AU,-35.35,150.4667,56.77,84,100,11.59,moderate rain
620,Lobito,AO,-12.3481,13.5456,72.9,83,26,5.21,scattered clouds
621,Balykshi,KZ,47.0667,51.8667,60.8,14,0,20.13,clear sky
622,Kalakamati,BW,-20.5929,27.3121,81.18,13,0,16.51,clear sky
623,Cam Ranh,VN,11.9214,109.1591,76.96,83,40,4.61,scattered clouds
624,Marsh Harbour,BS,26.5412,-77.0636,81.16,64,5,6.17,clear sky
625,Sokolovo,RU,52.5318,84.7896,33.19,76,100,2.3,overcast clouds
626,Lewistown,US,40.5992,-77.5714,52.25,87,100,3.44,moderate rain
627,Pokrovskoye,RU,47.4157,38.8971,56.39,69,0,9.8,clear sky
628,Jiaozhou,CN,36.2839,120.0033,48.16,71,6,6.22,clear sky
629,Tetouan,MA,35.5711,-5.3724,68.77,68,0,5.75,clear sky
630,Menongue,AO,-14.6585,17.691,68.81,17,19,5.1,few clouds
631,Vernon,CA,50.2581,-119.2691,80.13,39,84,2.3,broken clouds
632,Garcia,MX,25.8167,-100.5833,72.91,44,83,9.53,broken clouds
633,Kumluca,TR,36.3703,30.2869,74.07,64,8,7.54,clear sky
634,Visoko,BA,43.9889,18.1781,52.72,87,14,1.41,few clouds
635,Biak,ID,-0.9131,122.8766,75.49,83,97,0.4,overcast clouds
636,Wenatchee,US,47.4235,-120.3103,88.66,45,100,0.0,haze
637,Lang Son,VN,21.8333,106.7333,71.76,95,11,1.34,few clouds
638,Ilhabela,BR,-23.7781,-45.3581,67.01,94,100,5.75,overcast clouds
639,Viedma,AR,-40.8135,-62.9967,57.7,81,100,16.28,overcast clouds
640,Gao,ML,16.6362,1.637,97.12,19,78,8.46,broken clouds
641,Novoselytsya,UA,48.2193,26.2653,54.57,69,92,13.24,overcast clouds
642,Tianpeng,CN,30.9866,103.9393,64.87,87,100,2.15,moderate rain
643,Ismailia,EG,30.6043,32.2723,73.78,74,0,5.57,clear sky
644,Bonavista,CA,48.6499,-53.1147,58.01,64,4,17.92,clear sky
645,Cheyenne,US,41.14,-104.8203,65.77,55,100,6.91,overcast clouds
646,Del Rio,US,29.3627,-100.8968,84.31,38,0,10.36,clear sky
647,Manokwari,ID,-0.8667,134.0833,78.15,74,100,1.43,overcast clouds
648,Kainantu,PG,-6.2887,145.8655,56.77,87,100,1.25,overcast clouds
649,Ambon,ID,-3.6954,128.1814,75.34,94,40,4.61,scattered clouds
650,Puerto El Triunfo,SV,13.2833,-88.55,90.52,66,100,4.5,overcast clouds
651,San Mateo Del Mar,MX,16.2,-95.0,85.96,57,7,26.31,clear sky
652,Orshanka,RU,56.9161,47.8933,48.31,59,100,13.33,overcast clouds
653,Gavle,SE,60.6745,17.1417,53.38,81,100,3.0,light rain
654,Tessalit,ML,20.1986,1.0114,92.55,12,0,9.4,clear sky
655,Madera,US,37.1666,-119.8343,91.98,36,0,3.0,clear sky
656,Jining,CN,35.405,116.5814,46.76,58,81,5.12,broken clouds
657,Port Hawkesbury,CA,45.6169,-61.3485,63.91,58,0,6.91,clear sky
658,Cherepovets,RU,59.1333,37.9,46.22,100,0,4.47,clear sky
659,Mookane,BW,-23.688,26.6595,85.8,17,2,11.18,clear sky
660,Murmashi,RU,68.8154,32.8115,39.61,100,75,4.47,broken clouds
661,Pedernales,DO,18.0384,-71.744,85.59,69,90,4.88,overcast clouds
662,Kamina,CD,-8.7386,24.9906,72.32,56,100,4.36,overcast clouds
663,Elko,US,41.0002,-115.5012,69.64,25,0,3.0,clear sky
664,Rockingham,US,42.9668,-71.0995,61.16,76,100,1.99,overcast clouds
665,Isangel,VU,-19.55,169.2667,73.94,67,21,10.83,few clouds
666,Deputatskiy,RU,69.3,139.9,-0.87,98,64,4.05,broken clouds
667,Paita,PE,-5.0892,-81.1144,68.86,72,70,19.1,broken clouds
668,Gat,IL,31.61,34.7642,77.81,100,0,4.47,clear sky
669,Channel-Port Aux Basques,CA,47.5702,-59.1367,52.81,72,1,8.72,clear sky
670,Pisco,PE,-13.7,-76.2167,66.25,68,40,10.36,haze
671,Broken Hill,AU,-31.95,141.4333,62.69,91,29,14.9,scattered clouds
672,Buchanan,LR,5.8808,-10.0467,77.32,91,19,7.85,few clouds
673,Narsaq,GL,60.9167,-46.05,39.42,73,100,8.25,light rain
674,El Mante,MX,22.7333,-98.9667,79.52,51,72,6.33,broken clouds
675,General Roca,AR,-39.0333,-67.5833,75.61,21,95,12.55,overcast clouds
676,Aleksandrov Gay,RU,50.147,48.5704,59.0,26,97,14.27,overcast clouds
677,Korem,ET,12.5058,39.5228,57.76,77,99,2.73,light rain
678,Denpasar,ID,-8.65,115.2167,78.46,88,40,1.14,scattered clouds
679,Acarau,BR,-2.8856,-40.12,80.92,69,47,18.45,scattered clouds
680,Pemba,MZ,-12.974,40.5178,77.7,83,20,9.22,few clouds
681,Lincoln,US,40.8,-96.667,83.97,29,0,17.27,clear sky
682,Murray Bridge,AU,-35.1167,139.2667,58.12,95,100,8.88,light rain
683,Oktyabrskoye,RU,43.0645,44.7417,59.14,88,85,4.47,overcast clouds
684,Pascagoula,US,30.3658,-88.5561,82.4,52,0,3.44,clear sky
685,Baiyin,CN,36.5583,104.2081,52.43,65,100,10.27,overcast clouds
686,Roebourne,AU,-20.7833,117.1333,70.83,53,3,7.07,clear sky
687,College,US,64.8569,-147.8028,49.8,73,75,4.61,broken clouds
688,Inta,RU,66.0317,60.1659,37.36,90,100,9.66,overcast clouds
689,Atar,MR,20.5169,-13.0499,101.35,16,100,12.44,overcast clouds
690,Dutse,NG,11.7594,9.3392,84.02,46,77,6.49,broken clouds
691,Cayenne,GF,4.9333,-52.3333,89.64,51,0,14.97,clear sky
692,Verkhoyansk,RU,67.5447,133.385,8.71,99,77,2.08,broken clouds
693,Marsa Matruh,EG,31.3525,27.2453,75.4,69,40,11.5,scattered clouds
694,Maasbracht,NL,51.1393,5.8863,58.89,83,94,7.78,overcast clouds
695,Yicheng,CN,31.3705,119.8703,60.42,66,100,10.83,overcast clouds
696,Teonthar,IN,24.9833,81.65,76.57,96,100,7.36,overcast clouds
697,Najran,SA,17.4924,44.1277,81.25,18,1,2.66,clear sky
698,Santa Cruz De Tenerife,ES,28.4682,-16.2546,82.92,40,75,2.3,broken clouds
699,Kloulklubed,PW,7.0419,134.2556,83.53,76,100,12.71,heavy intensity rain
